Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,904,506,-1.000,-1.000,8641
1,2,888,482,6.548,0.655,8061
1,3,888,478,0.908,0.091,7892
1,4,888,466,2.724,0.272,8217
1,5,888,464,0.454,0.045,8158
1,6,888,462,0.454,0.045,8212
1,7,888,458,0.908,0.091,8240
1,8,886,444,3.210,0.321,7877
1,9,886,436,1.816,0.182,7939
1,10,884,422,3.210,0.321,7673
1,11,884,422,0.000,0.000,8146
1,12,882,416,1.436,0.144,8109
1,13,882,400,3.632,0.363,7983
1,14,882,380,4.540,0.454,8531
1,15,880,360,4.563,0.456,8604
1,16,876,352,2.030,0.203,7914
1,17,874,352,0.454,0.045,7371
1,18,866,348,2.030,0.203,8157
1,19,864,348,0.454,0.045,8124
1,20,856,348,1.816,0.182,7948
1,21,848,350,1.872,0.187,7935
1,22,842,350,1.362,0.136,8390
1,23,834,350,1.816,0.182,8050
1,24,828,350,1.362,0.136,7764
1,25,816,342,3.274,0.327,8273
1,26,812,338,1.284,0.128,8020
1,27,800,330,3.274,0.327,8457
1,28,784,318,4.540,0.454,8140
1,29,744,294,10.589,1.059,7552
1,30,734,290,2.445,0.244,8517
1,31,722,284,3.046,0.305,8047
1,32,700,276,5.314,0.531,7655
1,33,682,274,4.111,0.411,8531
1,34,674,274,1.816,0.182,7520
1,35,662,276,2.762,0.276,7940
1,36,652,276,2.270,0.227,7751
1,37,648,274,1.015,0.102,8027
1,38,628,272,4.563,0.456,8055
1,39,622,272,1.362,0.136,8360
1,40,614,274,1.872,0.187,8024
1,41,608,274,1.362,0.136,8124
1,42,596,278,2.871,0.287,8116
1,43,588,280,1.872,0.187,7667
1,44,576,288,3.274,0.327,7795
1,45,570,290,1.436,0.144,7792
1,46,562,290,1.816,0.182,8126
1,47,554,292,1.872,0.187,7916
1,48,548,292,1.362,0.136,7799
1,49,532,294,3.660,0.366,7366
1,50,514,298,4.186,0.419,7882
1,51,508,298,1.362,0.136,7346
1,52,502,298,1.362,0.136,8326
1,53,496,298,1.362,0.136,7386
1,54,488,298,1.816,0.182,8355
1,55,484,294,1.284,0.128,7280
1,56,476,288,2.270,0.227,7793
1,57,476,282,1.362,0.136,7820
1,58,474,278,1.015,0.102,7924
1,59,472,274,1.015,0.102,7635
1,60,468,268,1.637,0.164,7810
1,61,460,256,3.274,0.327,7597
1,62,448,250,3.046,0.305,7781
1,63,442,234,3.879,0.388,8406
1,64,440,230,1.015,0.102,8247
1,65,440,224,1.362,0.136,7808
1,66,438,216,1.872,0.187,8209
1,67,436,212,1.015,0.102,7809
1,68,432,202,2.445,0.244,7002
1,69,430,194,1.872,0.187,7688
1,70,428,186,1.872,0.187,7740
1,71,426,178,1.872,0.187,7858
1,72,422,162,3.744,0.374,7707
1,73,418,152,2.445,0.244,7972
2,1,980,452,-1.000,-1.000,8013
2,2,982,452,0.454,0.045,8383
2,3,986,464,2.871,0.287,7960
2,4,986,478,3.178,0.318,8162
2,5,988,500,5.015,0.501,7537
2,6,990,518,4.111,0.411,8421
2,7,990,540,4.994,0.499,7570
2,8,990,556,3.632,0.363,8465
2,9,990,566,2.270,0.227,7751
2,10,990,572,1.362,0.136,8261
2,11,990,580,1.816,0.182,8369
2,12,986,584,1.284,0.128,7510
2,13,974,588,2.871,0.287,8364
2,14,966,590,1.872,0.187,8035
2,15,946,588,4.563,0.456,7714
2,16,940,582,1.926,0.193,8083
2,17,930,578,2.445,0.244,7799
2,18,926,578,0.908,0.091,8203
2,19,912,580,3.210,0.321,8323
2,20,904,580,1.816,0.182,8298
2,21,898,576,1.637,0.164,8171
2,22,896,578,0.642,0.064,8015
2,23,894,584,1.436,0.144,8382
2,24,890,588,1.284,0.128,8665
2,25,888,598,2.315,0.231,8380
2,26,888,608,2.270,0.227,8537
2,27,894,634,6.057,0.606,5211
2,28,906,640,3.046,0.305,7839
2,29,908,654,3.210,0.321,8667
2,30,910,678,5.467,0.547,8683
2,31,914,696,4.186,0.419,7692
2,32,916,696,0.454,0.045,7583
3,1,1552,632,-1.000,-1.000,6940
3,2,1564,638,3.046,0.305,7083
3,3,1568,652,3.305,0.331,6538
3,4,1588,674,6.749,0.675,7077
3,5,1600,692,4.911,0.491,5366
3,6,1600,706,3.178,0.318,6467
3,7,1590,732,6.323,0.632,6598
3,8,1580,748,4.283,0.428,6380
3,9,1570,768,5.076,0.508,7318
3,10,1556,782,4.494,0.449,7445
3,11,1546,794,3.546,0.355,7160
3,12,1542,806,2.871,0.287,7498
3,13,1546,826,4.630,0.463,7417
3,14,1548,846,4.563,0.456,6548
3,15,1554,864,4.307,0.431,7169
