Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,166,626,-1.000,-1.000,6435
1,2,176,612,3.905,0.391,7394
1,3,172,604,2.030,0.203,6735
1,4,170,584,4.563,0.456,7716
1,5,168,568,3.660,0.366,7287
1,6,166,556,2.762,0.276,7146
1,7,162,546,2.445,0.244,6923
1,8,162,532,3.178,0.318,7307
1,9,162,508,5.448,0.545,7283
1,10,160,502,1.436,0.144,7568
1,11,160,500,0.454,0.045,6943
1,12,152,474,6.175,0.618,7632
1,13,150,464,2.315,0.231,5402
1,14,148,448,3.660,0.366,5727
1,15,146,434,3.210,0.321,8033
1,16,144,430,1.015,0.102,7179
1,17,132,416,4.186,0.419,6572
1,18,120,400,4.540,0.454,5793
1,19,112,380,4.890,0.489,7260
1,20,106,378,1.436,0.144,7248
1,21,98,376,1.872,0.187,7737
1,22,90,374,1.872,0.187,7828
1,23,88,370,1.015,0.102,6929
1,24,88,370,0.000,0.000,6965
1,25,86,370,0.454,0.045,7934
1,26,84,370,0.454,0.045,7709
1,27,80,370,0.908,0.091,5914
1,28,74,374,1.637,0.164,7011
1,29,70,376,1.015,0.102,7115
1,30,82,376,2.724,0.272,7406
1,31,100,372,4.186,0.419,6909
1,32,100,372,0.000,0.000,6441
1,33,86,378,3.458,0.346,6996
1,34,74,378,2.724,0.272,7460
1,35,62,378,2.724,0.272,7091
1,36,54,372,2.270,0.227,7318
1,37,54,372,0.000,0.000,7492
1,38,52,372,0.454,0.045,7517
1,39,50,372,0.454,0.045,7201
1,40,46,370,1.015,0.102,7267
1,41,42,366,1.284,0.128,6918
1,42,24,358,4.471,0.447,7021
1,43,18,356,1.436,0.144,5692
1,44,16,354,0.642,0.064,7471
2,1,708,600,-1.000,-1.000,7753
2,2,710,596,1.015,0.102,6487
2,3,720,580,4.283,0.428,6556
2,4,738,544,9.137,0.914,5675
2,5,752,522,5.919,0.592,6401
2,6,768,500,6.175,0.618,8396
2,7,778,490,3.210,0.321,6086
2,8,790,472,4.911,0.491,7332
2,9,796,462,2.647,0.265,6971
2,10,802,452,2.647,0.265,7699
2,11,806,448,1.284,0.128,7569
2,12,820,440,3.660,0.366,7846
2,13,828,434,2.270,0.227,7443
2,14,840,430,2.871,0.287,7793
2,15,854,426,3.305,0.331,6993
2,16,866,424,2.762,0.276,6931
2,17,880,422,3.210,0.321,7285
2,18,900,420,4.563,0.456,6722
2,19,940,410,9.359,0.936,7278
2,20,968,404,6.500,0.650,7177
2,21,974,400,1.637,0.164,7385
2,22,978,396,1.284,0.128,6762
2,23,984,394,1.436,0.144,6791
2,24,998,394,3.178,0.318,7618
2,25,1002,390,1.284,0.128,7966
2,26,1006,382,2.030,0.203,5905
2,27,1016,370,3.546,0.355,4254
2,28,1026,364,2.647,0.265,6808
2,29,1036,338,6.323,0.632,7537
2,30,1040,324,3.305,0.331,7481
2,31,1032,312,3.274,0.327,7422
2,32,1002,300,7.335,0.733,7277
2,33,980,294,5.176,0.518,7559
2,34,940,292,9.091,0.909,7840
2,35,926,282,3.905,0.391,5849
3,1,914,252,-1.000,-1.000,6175
3,2,904,252,2.270,0.227,4437
3,3,888,248,3.744,0.374,6303
3,4,862,244,5.971,0.597,7177
3,5,850,240,2.871,0.287,7440
3,6,844,240,1.362,0.136,7343
3,7,838,240,1.362,0.136,6773
3,8,820,238,4.111,0.411,7302
3,9,802,238,4.086,0.409,6514
3,10,792,238,2.270,0.227,7699
3,11,780,238,2.724,0.272,6788
3,12,776,238,0.908,0.091,7275
3,13,756,242,4.630,0.463,6529
3,14,746,248,2.647,0.265,6032
3,15,734,250,2.762,0.276,7011
3,16,722,254,2.871,0.287,5759
3,17,716,254,1.362,0.136,6121
3,18,694,260,5.176,0.518,6281
3,19,664,266,6.945,0.694,7478
3,20,632,270,7.321,0.732,6777
3,21,618,278,3.660,0.366,7277
3,22,604,284,3.458,0.346,5399
3,23,584,292,4.890,0.489,6320
3,24,572,300,3.274,0.327,8370
3,25,542,308,7.048,0.705,6532
3,26,518,316,5.743,0.574,6033
3,27,500,320,4.186,0.419,7930
3,28,492,324,2.030,0.203,6728
3,29,486,324,1.362,0.136,6986
3,30,468,330,4.307,0.431,5578
3,31,458,332,2.315,0.231,9291
3,32,436,336,5.076,0.508,7693
3,33,406,350,7.515,0.752,7597
3,34,396,360,3.210,0.321,6476
3,35,384,372,3.852,0.385,5521
3,36,364,390,6.108,0.611,7979
3,37,354,400,3.210,0.321,7340
3,38,342,416,4.540,0.454,6345
3,39,326,428,4.540,0.454,6768
3,40,312,442,4.494,0.449,7676
3,41,304,454,3.274,0.327,6616
3,42,292,468,4.186,0.419,6626
3,43,280,478,3.546,0.355,7564
3,44,274,496,4.307,0.431,7674
3,45,266,506,2.907,0.291,6683
3,46,258,512,2.270,0.227,6719
3,47,242,520,4.061,0.406,7565
3,48,236,522,1.436,0.144,7549
3,49,212,522,5.448,0.545,6382
3,50,208,524,1.015,0.102,7639
3,51,186,528,5.076,0.508,8593
3,52,164,536,5.314,0.531,7914
3,53,140,540,5.523,0.552,7797
3,54,122,540,4.086,0.409,7580
3,55,106,544,3.744,0.374,7157
3,56,86,544,4.540,0.454,7966
3,57,70,544,3.632,0.363,6162
3,58,60,542,2.315,0.231,7287
3,59,30,524,7.942,0.794,7594
3,60,24,520,1.637,0.164,11587
3,61,10,508,4.186,0.419,7151
4,1,950,754,-1.000,-1.000,7589
4,2,952,750,1.015,0.102,6414
4,3,960,738,3.274,0.327,6557
4,4,978,708,7.942,0.794,7603
4,5,982,694,3.305,0.331,7208
4,6,992,680,3.905,0.391,7632
4,7,1008,668,4.540,0.454,6312
4,8,1028,654,5.542,0.554,7918
4,9,1052,632,7.391,0.739,7047
4,10,1072,600,8.566,0.857,7315
4,11,1076,592,2.030,0.203,7047
4,12,1086,584,2.907,0.291,7551
4,13,1118,542,11.986,1.199,6364
4,14,1118,542,0.000,0.000,7237
4,15,1124,536,1.926,0.193,7052
4,16,1128,526,2.445,0.244,7629
4,17,1128,516,2.270,0.227,7141
4,18,1130,510,1.436,0.144,7295
4,19,1134,498,2.871,0.287,7411
4,20,1134,490,1.816,0.182,7475
4,21,1134,476,3.178,0.318,6449
4,22,1134,454,4.994,0.499,6558
4,23,1132,436,4.111,0.411,5116
4,24,1132,416,4.540,0.454,7474
4,25,1132,394,4.994,0.499,6509
4,26,1134,388,1.436,0.144,7111
4,27,1142,380,2.568,0.257,7052
4,28,1146,380,0.908,0.091,6271
4,29,1160,380,3.178,0.318,6216
4,30,1166,380,1.362,0.136,7152
4,31,1182,382,3.660,0.366,7341
4,32,1202,386,4.630,0.463,7117
4,33,1220,390,4.186,0.419,7334
4,34,1234,390,3.178,0.318,7035
4,35,1252,392,4.111,0.411,7197
4,36,1262,394,2.315,0.231,6017
4,37,1266,404,2.445,0.244,7584
4,38,1272,426,5.176,0.518,7554
4,39,1272,442,3.632,0.363,7535
4,40,1276,466,5.523,0.552,6308
4,41,1284,504,8.815,0.882,7395
4,42,1286,524,4.563,0.456,6439
4,43,1286,530,1.362,0.136,7573
4,44,1286,540,2.270,0.227,6702
4,45,1286,560,4.540,0.454,7335
4,46,1284,584,5.467,0.547,7376
4,47,1284,600,3.632,0.363,6139
4,48,1284,630,6.810,0.681,6327
4,49,1282,642,2.762,0.276,7615
4,50,1280,658,3.660,0.366,7259
4,51,1280,674,3.632,0.363,6400
4,52,1280,680,1.362,0.136,6468
4,53,1280,684,0.908,0.091,7137
4,54,1280,686,0.454,0.045,6710
4,55,1272,690,2.030,0.203,7352
4,56,1270,692,0.642,0.064,7330
4,57,1280,698,2.647,0.265,6969
4,58,1288,700,1.872,0.187,7184
4,59,1296,708,2.568,0.257,7076
4,60,1316,720,5.295,0.529,6638
4,61,1336,728,4.890,0.489,6948
4,62,1346,730,2.315,0.231,7537
4,63,1360,734,3.305,0.331,7375
4,64,1370,736,2.315,0.231,6971
4,65,1376,740,1.637,0.164,7166
4,66,1384,748,2.568,0.257,6956
4,67,1402,766,5.778,0.578,6681
4,68,1428,790,8.032,0.803,6979
4,69,1442,794,3.305,0.331,6737
4,70,1448,794,1.362,0.136,6989
4,71,1464,800,3.879,0.388,5414
4,72,1488,806,5.616,0.562,5973
4,73,1496,810,2.030,0.203,6436
5,1,920,952,-1.000,-1.000,6947
5,2,918,952,0.454,0.045,7806
5,3,918,956,0.908,0.091,7359
5,4,918,960,0.908,0.091,7592
5,5,920,962,0.642,0.064,7574
5,6,918,972,2.315,0.231,7809
5,7,918,966,1.362,0.136,7600
5,8,918,954,2.724,0.272,7284
5,9,912,938,3.879,0.388,6706
5,10,902,920,4.674,0.467,6535
5,11,900,914,1.436,0.144,7836
5,12,900,890,5.448,0.545,7537
5,13,902,880,2.315,0.231,7324
5,14,908,866,3.458,0.346,6268
5,15,912,846,4.630,0.463,7119
5,16,918,826,4.740,0.474,8512
5,17,920,814,2.762,0.276,8102
5,18,926,794,4.740,0.474,7701
5,19,928,784,2.315,0.231,7860
5,20,934,778,1.926,0.193,5425
5,21,950,758,5.814,0.581,7883
5,22,960,746,3.546,0.355,6934
5,23,972,730,4.540,0.454,7510
5,24,978,718,3.046,0.305,7894
5,25,986,704,3.660,0.366,6719
5,26,996,698,2.647,0.265,7659
5,27,1014,680,5.778,0.578,7144
5,28,1028,666,4.494,0.449,7418
5,29,1040,654,3.852,0.385,7116
5,30,1050,642,3.546,0.355,6391
5,31,1058,636,2.270,0.227,6894
5,32,1072,622,4.494,0.449,5813
5,33,1090,598,6.810,0.681,7293
5,34,1100,578,5.076,0.508,7211
5,35,1106,566,3.046,0.305,6538
5,36,1116,560,2.647,0.265,7183
5,37,1124,548,3.274,0.327,7382
5,38,1130,538,2.647,0.265,7004
5,39,1132,530,1.872,0.187,6936
5,40,1132,526,0.908,0.091,8796
5,41,1126,514,3.046,0.305,6756
5,42,1114,492,5.689,0.569,8651
5,43,1104,470,5.486,0.549,7824
5,44,1090,450,5.542,0.554,6427
5,45,1076,434,4.826,0.483,7145
5,46,1050,420,6.703,0.670,7888
5,47,1026,404,6.548,0.655,7569
5,48,1002,388,6.548,0.655,7968
5,49,986,378,4.283,0.428,7469
5,50,956,364,7.515,0.752,6968
5,51,938,352,4.911,0.491,7153
5,52,928,348,2.445,0.244,6683
5,53,892,342,8.285,0.828,7532
5,54,876,342,3.632,0.363,6777
5,55,854,346,5.076,0.508,7223
5,56,820,356,8.045,0.804,7342
5,57,788,362,7.391,0.739,6907
5,58,778,366,2.445,0.244,7312
5,59,768,380,3.905,0.391,7435
5,60,764,402,5.076,0.508,7966
5,61,762,420,4.111,0.411,7478
5,62,762,440,4.540,0.454,7086
5,63,762,452,2.724,0.272,7393
5,64,762,466,3.178,0.318,7077
5,65,762,488,4.994,0.499,7321
5,66,758,516,6.421,0.642,6628
5,67,752,534,4.307,0.431,7325
5,68,740,550,4.540,0.454,7149
5,69,730,558,2.907,0.291,6668
5,70,728,562,1.015,0.102,6953
6,1,934,1140,-1.000,-1.000,7196
6,2,930,1142,1.015,0.102,7661
6,3,922,1148,2.270,0.227,7397
6,4,910,1162,4.186,0.419,7402
6,5,896,1166,3.305,0.331,7537
6,6,886,1180,3.905,0.391,7722
6,7,878,1184,2.030,0.203,6690
6,8,862,1198,4.826,0.483,7820
6,9,846,1214,5.136,0.514,6278
6,10,826,1238,7.092,0.709,7589
6,11,820,1250,3.046,0.305,7572
6,12,812,1256,2.270,0.227,7729
