Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,94,362,-1.000,-1.000,7884
1,2,94,364,0.454,0.045,8031
1,3,90,374,2.445,0.244,8049
1,4,86,386,2.871,0.287,8017
1,5,90,410,5.523,0.552,8105
1,6,102,434,6.091,0.609,8406
1,7,142,468,11.917,1.192,6910
1,8,170,496,8.989,0.899,7740
1,9,188,494,4.111,0.411,8180
1,10,202,496,3.210,0.321,7366
1,11,218,508,4.540,0.454,7176
1,12,240,512,5.076,0.508,7896
1,13,260,522,5.076,0.508,8282
1,14,276,540,5.467,0.547,7476
1,15,282,542,1.436,0.144,8106
1,16,294,542,2.724,0.272,7947
1,17,306,540,2.762,0.276,7450
1,18,318,534,3.046,0.305,7832
1,19,328,532,2.315,0.231,7617
1,20,338,530,2.315,0.231,8164
1,21,352,522,3.660,0.366,8301
1,22,366,514,3.660,0.366,8699
1,23,388,500,5.919,0.592,7730
1,24,392,492,2.030,0.203,7647
1,25,418,484,6.175,0.618,7686
1,26,444,472,6.500,0.650,7999
1,27,460,462,4.283,0.428,8218
1,28,488,450,6.915,0.692,8799
1,29,504,436,4.826,0.483,8159
1,30,520,424,4.540,0.454,7543
1,31,534,422,3.210,0.321,8490
1,32,546,424,2.762,0.276,7915
1,33,572,450,8.347,0.835,7443
1,34,602,486,10.638,1.064,7871
1,35,622,518,8.566,0.857,8029
1,36,642,562,10.971,1.097,7863
1,37,644,588,5.919,0.592,7872
1,38,644,614,5.902,0.590,8095
1,39,648,654,9.125,0.913,8236
1,40,658,700,10.686,1.069,7270
1,41,658,742,9.534,0.953,8274
1,42,652,776,7.837,0.784,8189
1,43,650,790,3.210,0.321,8346
1,44,640,824,8.045,0.804,7999
1,45,636,852,6.421,0.642,8191
1,46,638,894,9.545,0.954,8572
1,47,640,922,6.372,0.637,8807
1,48,642,934,2.762,0.276,8614
1,49,646,952,4.186,0.419,8212
1,50,648,974,5.015,0.501,7951
1,51,642,998,5.616,0.562,7985
1,52,628,1024,6.703,0.670,8055
1,53,618,1040,4.283,0.428,7947
1,54,612,1044,1.637,0.164,7259
1,55,610,1048,1.015,0.102,7341
1,56,608,1048,0.454,0.045,8041
1,57,602,1056,2.270,0.227,8999
1,58,568,1098,12.266,1.227,8201
1,59,532,1112,8.768,0.877,8078
1,60,510,1130,6.453,0.645,8218
1,61,488,1140,5.486,0.549,8083
1,62,474,1150,3.905,0.391,7800
1,63,446,1170,7.811,0.781,6132
1,64,442,1176,1.637,0.164,7337
1,65,434,1188,3.274,0.327,7717
1,66,432,1194,1.436,0.144,7942
1,67,426,1200,1.926,0.193,7596
1,68,418,1206,2.270,0.227,7505
1,69,402,1222,5.136,0.514,7230
1,70,394,1238,4.061,0.406,6833
1,71,400,1254,3.879,0.388,8791
1,72,440,1286,11.628,1.163,7522
1,73,454,1298,4.186,0.419,7716
2,1,696,880,-1.000,-1.000,8402
2,2,688,870,2.907,0.291,7983
2,3,688,870,0.000,0.000,7650
2,4,686,874,1.015,0.102,7850
2,5,684,878,1.015,0.102,9110
2,6,682,884,1.436,0.144,8155
2,7,680,890,1.436,0.144,8791
2,8,672,906,4.061,0.406,8529
2,9,672,910,0.908,0.091,8077
2,10,668,918,2.030,0.203,8057
2,11,664,936,4.186,0.419,8262
2,12,664,954,4.086,0.409,8450
2,13,664,968,3.178,0.318,8443
2,14,664,994,5.902,0.590,8085
2,15,664,1024,6.810,0.681,8459
2,16,662,1072,10.905,1.091,7548
2,17,658,1142,15.916,1.592,8397
2,18,646,1214,16.569,1.657,8311
2,19,646,1264,11.350,1.135,8414
2,20,642,1304,9.125,0.913,8021
2,21,640,1350,10.452,1.045,6995
2,22,640,1378,6.356,0.636,7971
2,23,638,1418,9.091,0.909,7523
2,24,634,1450,7.321,0.732,6414
3,1,1442,678,-1.000,-1.000,7100
3,2,1444,678,0.454,0.045,7470
3,3,1446,678,0.454,0.045,8351
3,4,1450,682,1.284,0.128,7107
3,5,1450,682,0.000,0.000,8064
3,6,1450,682,0.000,0.000,8006
3,7,1450,682,0.000,0.000,7568
3,8,1438,678,2.871,0.287,7289
3,9,1436,678,0.454,0.045,7295
3,10,1428,676,1.872,0.187,7896
3,11,1424,676,0.908,0.091,8185
3,12,1416,668,2.568,0.257,7178
3,13,1398,664,4.186,0.419,6644
3,14,1394,658,1.637,0.164,7639
3,15,1380,654,3.305,0.331,7905
3,16,1360,644,5.076,0.508,7393
3,17,1334,638,6.057,0.606,7722
3,18,1320,630,3.660,0.366,7615
3,19,1304,622,4.061,0.406,7654
3,20,1280,612,5.902,0.590,7922
3,21,1262,598,5.176,0.518,8426
3,22,1250,594,2.871,0.287,8578
3,23,1238,588,3.046,0.305,7147
3,24,1208,582,6.945,0.694,7800
3,25,1196,576,3.046,0.305,8236
3,26,1190,574,1.436,0.144,7395
3,27,1184,572,1.436,0.144,8212
3,28,1174,566,2.647,0.265,7988
3,29,1166,564,1.872,0.187,8274
3,30,1158,564,1.816,0.182,8385
3,31,1150,560,2.030,0.203,8631
3,32,1144,554,1.926,0.193,8019
3,33,1138,546,2.270,0.227,7893
3,34,1124,534,4.186,0.419,7677
3,35,1116,520,3.660,0.366,8115
3,36,1112,512,2.030,0.203,8016
3,37,1104,506,2.270,0.227,7914
3,38,1098,498,2.270,0.227,7873
3,39,1090,486,3.274,0.327,8202
3,40,1082,478,2.568,0.257,8796
3,41,1074,470,2.568,0.257,8217
3,42,1062,460,3.546,0.355,8885
3,43,1060,452,1.872,0.187,7768
3,44,1058,442,2.315,0.231,7959
3,45,1058,432,2.270,0.227,7514
3,46,1058,426,1.362,0.136,8834
3,47,1058,418,1.816,0.182,8669
3,48,1058,416,0.454,0.045,8244
3,49,1058,402,3.178,0.318,7983
3,50,1058,396,1.362,0.136,7738
3,51,1060,386,2.315,0.231,8063
3,52,1062,376,2.315,0.231,8027
3,53,1064,366,2.315,0.231,8227
3,54,1066,356,2.315,0.231,8145
3,55,1070,346,2.445,0.244,8688
3,56,1076,330,3.879,0.388,6223
3,57,1082,316,3.458,0.346,8583
3,58,1088,292,5.616,0.562,8322
3,59,1092,280,2.871,0.287,8060
3,60,1098,264,3.879,0.388,7726
3,61,1110,244,5.295,0.529,8317
3,62,1122,232,3.852,0.385,7713
3,63,1140,224,4.471,0.447,8172
3,64,1152,220,2.871,0.287,9133
4,1,1666,312,-1.000,-1.000,7044
4,2,1664,304,1.872,0.187,7457
4,3,1664,298,1.362,0.136,7419
4,4,1666,284,3.210,0.321,7368
4,5,1666,280,0.908,0.091,7527
4,6,1668,270,2.315,0.231,7684
4,7,1674,264,1.926,0.193,7641
4,8,1692,248,5.467,0.547,7454
4,9,1708,230,5.467,0.547,6597
4,10,1718,224,2.647,0.265,7569
4,11,1732,214,3.905,0.391,7672
4,12,1740,210,2.030,0.203,7065
