Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,964,758,-1.000,-1.000,3488
1,2,956,758,1.816,0.182,3449
1,3,956,756,0.454,0.045,3712
1,4,956,756,0.000,0.000,3564
1,5,964,752,2.030,0.203,3593
1,6,966,748,1.015,0.102,3894
1,7,968,748,0.454,0.045,4020
1,8,968,746,0.454,0.045,3669
1,9,976,734,3.274,0.327,3685
1,10,978,734,0.454,0.045,3302
1,11,986,728,2.270,0.227,3897
1,12,1000,720,3.660,0.366,3995
1,13,1012,718,2.762,0.276,3610
1,14,1016,716,1.015,0.102,3617
1,15,1016,714,0.454,0.045,3586
1,16,1022,714,1.362,0.136,3419
1,17,1028,712,1.436,0.144,3211
1,18,1028,712,0.000,0.000,3634
1,19,1028,716,0.908,0.091,3715
1,20,1028,718,0.454,0.045,3940
1,21,1028,718,0.000,0.000,3896
1,22,1036,718,1.816,0.182,3510
1,23,1038,716,0.642,0.064,3823
1,24,1038,716,0.000,0.000,3531
1,25,1042,714,1.015,0.102,3524
1,26,1048,712,1.436,0.144,3492
1,27,1052,706,1.637,0.164,3042
1,28,1060,700,2.270,0.227,3717
1,29,1062,698,0.642,0.064,3553
1,30,1062,696,0.454,0.045,3517
1,31,1066,696,0.908,0.091,3735
1,32,1076,690,2.647,0.265,2981
1,33,1090,682,3.660,0.366,3328
1,34,1096,676,1.926,0.193,3475
1,35,1098,664,2.762,0.276,3676
1,36,1120,646,6.453,0.645,3493
1,37,1140,634,5.295,0.529,3177
1,38,1170,614,8.185,0.818,3740
1,39,1178,606,2.568,0.257,3236
1,40,1196,594,4.911,0.491,3588
1,41,1206,588,2.647,0.265,3802
1,42,1228,572,6.175,0.618,3759
1,43,1244,562,4.283,0.428,3834
1,44,1256,554,3.274,0.327,3649
1,45,1274,538,5.467,0.547,3733
1,46,1278,534,1.284,0.128,3798
1,47,1282,528,1.637,0.164,3720
1,48,1286,526,1.015,0.102,3668
1,49,1290,520,1.637,0.164,3687
1,50,1306,496,6.548,0.655,3737
1,51,1322,480,5.136,0.514,3615
1,52,1330,470,2.907,0.291,3788
1,53,1340,448,5.486,0.549,3551
1,54,1342,446,0.642,0.064,3762
1,55,1350,444,1.872,0.187,3327
1,56,1362,448,2.871,0.287,2947
1,57,1372,454,2.647,0.265,3748
1,58,1372,456,0.454,0.045,3798
1,59,1394,446,5.486,0.549,3847
1,60,1398,440,1.637,0.164,3720
1,61,1418,422,6.108,0.611,3676
1,62,1424,420,1.436,0.144,3654
1,63,1442,416,4.186,0.419,3756
1,64,1454,416,2.724,0.272,4067
1,65,1472,420,4.186,0.419,3515
1,66,1510,450,10.990,1.099,3699
1,67,1534,462,6.091,0.609,3425
1,68,1534,466,0.908,0.091,3634
1,69,1548,472,3.458,0.346,3393
1,70,1560,478,3.046,0.305,3400
1,71,1566,478,1.362,0.136,3974
1,72,1566,468,2.270,0.227,3826
1,73,1566,464,0.908,0.091,4177
2,1,996,450,-1.000,-1.000,3698
2,2,996,442,1.816,0.182,3011
2,3,996,442,0.000,0.000,3292
2,4,986,440,2.315,0.231,3252
2,5,982,440,0.908,0.091,3176
2,6,978,440,0.908,0.091,3089
2,7,974,440,0.908,0.091,3524
2,8,968,446,1.926,0.193,3587
2,9,968,448,0.454,0.045,3397
2,10,968,458,2.270,0.227,3876
2,11,954,490,7.929,0.793,3311
2,12,942,530,9.480,0.948,3615
2,13,940,554,5.467,0.547,3779
2,14,934,588,7.837,0.784,3508
2,15,928,598,2.647,0.265,3595
2,16,924,626,6.421,0.642,3348
2,17,922,652,5.919,0.592,3585
2,18,916,662,2.647,0.265,3510
2,19,914,668,1.436,0.144,3206
2,20,908,674,1.926,0.193,3417
2,21,892,698,6.548,0.655,3637
2,22,890,712,3.210,0.321,3767
2,23,874,740,7.321,0.732,3678
2,24,864,758,4.674,0.467,3239
2,25,844,772,5.542,0.554,3868
2,26,840,784,2.871,0.287,3736
2,27,836,812,6.421,0.642,3921
2,28,832,828,3.744,0.374,3714
2,29,830,830,0.642,0.064,3257
2,30,816,822,3.660,0.366,3463
2,31,808,812,2.907,0.291,3493
2,32,796,790,5.689,0.569,4059
2,33,794,772,4.111,0.411,3691
2,34,794,754,4.086,0.409,3530
2,35,792,744,2.315,0.231,3108
2,36,792,728,3.632,0.363,3191
2,37,786,718,2.647,0.265,3344
2,38,778,712,2.270,0.227,3200
2,39,768,698,3.905,0.391,3176
2,40,750,678,6.108,0.611,3315
2,41,740,664,3.905,0.391,3068
2,42,724,634,7.718,0.772,3391
2,43,714,620,3.905,0.391,3502
2,44,702,602,4.911,0.491,3512
2,45,698,570,7.321,0.732,3151
2,46,702,544,5.971,0.597,2925
2,47,702,530,3.178,0.318,3161
2,48,708,516,3.458,0.346,3604
2,49,712,500,3.744,0.374,3118
2,50,714,486,3.210,0.321,3456
2,51,718,444,9.577,0.958,3527
2,52,720,434,2.315,0.231,3772
2,53,736,398,8.943,0.894,3488
2,54,742,388,2.647,0.265,3743
2,55,760,368,6.108,0.611,3537
2,56,770,360,2.907,0.291,3408
2,57,782,354,3.046,0.305,3712
2,58,802,334,6.421,0.642,3755
2,59,822,322,5.295,0.529,4187
2,60,864,294,11.458,1.146,3591
2,61,900,286,8.371,0.837,3091
2,62,912,286,2.724,0.272,3375
2,63,922,286,2.270,0.227,3610
2,64,940,274,4.911,0.491,3531
2,65,956,262,4.540,0.454,4302
2,66,980,248,6.307,0.631,3874
2,67,1006,236,6.500,0.650,3945
2,68,1056,226,11.575,1.157,3681
2,69,1062,226,1.362,0.136,3614
2,70,1096,220,7.837,0.784,3450
2,71,1112,230,4.283,0.428,3794
2,72,1132,240,5.076,0.508,3565
2,73,1146,248,3.660,0.366,3129
3,1,1082,386,-1.000,-1.000,3615
3,2,1082,384,0.454,0.045,3771
3,3,1082,382,0.454,0.045,4063
3,4,1080,378,1.015,0.102,3805
3,5,1078,368,2.315,0.231,3746
3,6,1078,360,1.816,0.182,3527
3,7,1070,358,1.872,0.187,3634
3,8,1058,354,2.871,0.287,4322
3,9,1040,354,4.086,0.409,3320
3,10,1008,350,7.321,0.732,2902
3,11,980,344,6.500,0.650,3977
3,12,964,338,3.879,0.388,4035
3,13,950,332,3.458,0.346,3398
3,14,932,330,4.111,0.411,3375
3,15,906,334,5.971,0.597,3123
3,16,876,330,6.870,0.687,2923
3,17,856,330,4.540,0.454,3861
3,18,804,336,11.882,1.188,3429
3,19,784,340,4.630,0.463,3993
3,20,774,340,2.270,0.227,3264
3,21,748,344,5.971,0.597,4036
3,22,734,344,3.178,0.318,3207
3,23,720,344,3.178,0.318,3720
3,24,686,348,7.771,0.777,3910
3,25,666,348,4.540,0.454,3285
3,26,642,348,5.448,0.545,3731
3,27,622,348,4.540,0.454,3617
3,28,604,350,4.111,0.411,3258
3,29,582,350,4.994,0.499,3786
3,30,564,350,4.086,0.409,4056
3,31,526,352,8.638,0.864,3601
3,32,504,358,5.176,0.518,3438
3,33,470,364,7.837,0.784,3647
3,34,446,380,6.548,0.655,3098
3,35,434,394,4.186,0.419,3286
3,36,418,420,6.930,0.693,3410
3,37,414,436,3.744,0.374,3317
3,38,410,448,2.871,0.287,3824
3,39,398,466,4.911,0.491,3849
3,40,392,486,4.740,0.474,3757
3,41,380,524,9.046,0.905,3555
3,42,374,530,1.926,0.193,3555
3,43,368,538,2.270,0.227,3247
3,44,348,566,7.811,0.781,3798
3,45,328,598,8.566,0.857,3834
3,46,322,620,5.176,0.518,3812
