Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,360,174,-1.000,-1.000,7021
1,2,346,200,6.703,0.670,6585
1,3,346,200,0.000,0.000,7079
1,4,344,196,1.015,0.102,7401
1,5,342,196,0.454,0.045,6749
1,6,342,192,0.908,0.091,6832
1,7,340,172,4.563,0.456,7160
1,8,338,170,0.642,0.064,7054
1,9,336,168,0.642,0.064,7000
1,10,326,170,2.315,0.231,6932
1,11,318,174,2.030,0.203,7521
1,12,314,176,1.015,0.102,7456
1,13,312,176,0.454,0.045,7158
1,14,298,152,6.307,0.631,6476
1,15,282,130,6.175,0.618,9473
1,16,274,118,3.274,0.327,8773
1,17,280,114,1.637,0.164,6612
1,18,280,106,1.816,0.182,7437
1,19,268,94,3.852,0.385,5798
1,20,266,80,3.210,0.321,6343
1,21,260,60,4.740,0.474,5221
1,22,238,40,6.749,0.675,7288
1,23,232,30,2.647,0.265,5656
1,24,228,26,1.284,0.128,5865
1,25,226,26,0.454,0.045,7303
1,26,212,26,3.178,0.318,8005
1,27,208,26,0.908,0.091,7443
1,28,198,22,2.445,0.244,6321
1,29,194,22,0.908,0.091,6082
1,30,180,14,3.660,0.366,7381
1,31,172,12,1.872,0.187,7005
2,1,672,330,-1.000,-1.000,7151
2,2,672,328,0.454,0.045,6812
2,3,644,324,6.421,0.642,7010
2,4,626,326,4.111,0.411,7474
2,5,612,340,4.494,0.449,6561
2,6,600,350,3.546,0.355,7143
2,7,574,370,7.446,0.745,7578
2,8,564,382,3.546,0.355,7333
2,9,558,394,3.046,0.305,7300
2,10,558,396,0.454,0.045,7483
2,11,550,404,2.568,0.257,6780
2,12,542,424,4.890,0.489,5737
2,13,514,456,9.652,0.965,6992
2,14,506,474,4.471,0.447,7286
2,15,498,486,3.274,0.327,7019
2,16,490,512,6.175,0.618,7262
2,17,484,532,4.740,0.474,7391
2,18,480,554,5.076,0.508,7411
2,19,476,568,3.305,0.331,7317
2,20,468,584,4.061,0.406,7406
2,21,464,602,4.186,0.419,8588
