Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1210,528,-1.000,-1.000,8084
1,2,1212,532,1.015,0.102,8534
1,3,1212,538,1.362,0.136,5799
1,4,1220,556,4.471,0.447,6559
1,5,1226,580,5.616,0.562,5898
1,6,1242,610,7.718,0.772,9312
1,7,1246,622,2.871,0.287,5943
1,8,1254,636,3.660,0.366,8577
1,9,1260,646,2.647,0.265,8483
1,10,1266,664,4.307,0.431,8049
1,11,1268,688,5.467,0.547,8146
1,12,1266,706,4.111,0.411,9696
1,13,1242,746,10.589,1.059,7359
1,14,1234,758,3.274,0.327,8255
1,15,1224,774,4.283,0.428,7632
1,16,1212,794,5.295,0.529,8699
1,17,1196,818,6.548,0.655,7910
1,18,1184,832,4.186,0.419,8474
1,19,1176,842,2.907,0.291,7969
1,20,1166,872,7.178,0.718,7978
1,21,1166,896,5.448,0.545,8513
1,22,1166,924,6.356,0.636,7321
1,23,1160,942,4.307,0.431,7258
1,24,1154,958,3.879,0.388,5522
1,25,1146,976,4.471,0.447,7090
1,26,1144,1000,5.467,0.547,7856
1,27,1140,1014,3.305,0.331,7776
1,28,1132,1026,3.274,0.327,6299
1,29,1124,1044,4.471,0.447,7296
1,30,1090,1074,10.293,1.029,8385
1,31,1074,1094,5.814,0.581,7723
1,32,1048,1112,7.178,0.718,8087
1,33,1028,1134,6.749,0.675,5959
1,34,1022,1152,4.307,0.431,7695
1,35,1012,1178,6.323,0.632,7584
1,36,1008,1190,2.871,0.287,8119
1,37,994,1224,8.347,0.835,7596
1,38,982,1252,6.915,0.692,7464
1,39,982,1266,3.178,0.318,7696
1,40,986,1296,6.870,0.687,7512
1,41,1012,1322,8.347,0.835,7721
1,42,1012,1332,2.270,0.227,7755
1,43,1016,1354,5.076,0.508,6160
1,44,1026,1378,5.902,0.590,7377
1,45,1042,1394,5.136,0.514,7407
1,46,1068,1398,5.971,0.597,7357
1,47,1104,1402,8.222,0.822,6448
1,48,1132,1406,6.421,0.642,6391
1,49,1172,1406,9.080,0.908,7600
1,50,1184,1400,3.046,0.305,7234
1,51,1200,1394,3.879,0.388,7740
1,52,1226,1394,5.902,0.590,7306
1,53,1246,1390,4.630,0.463,7869
1,54,1266,1388,4.563,0.456,7670
1,55,1294,1388,6.356,0.636,7474
1,56,1316,1390,5.015,0.501,6776
1,57,1332,1392,3.660,0.366,5473
1,58,1364,1396,7.321,0.732,7198
1,59,1376,1398,2.762,0.276,6801
1,60,1394,1406,4.471,0.447,7452
1,61,1408,1416,3.905,0.391,6844
1,62,1422,1428,4.186,0.419,7131
1,63,1432,1436,2.907,0.291,7346
1,64,1438,1440,1.637,0.164,7085
2,1,1330,714,-1.000,-1.000,7435
2,2,1330,710,0.908,0.091,7298
2,3,1330,720,2.270,0.227,7144
2,4,1330,726,1.362,0.136,6931
2,5,1330,742,3.632,0.363,7312
2,6,1330,760,4.086,0.409,7416
2,7,1336,776,3.879,0.388,7948
2,8,1346,782,2.647,0.265,7267
2,9,1358,788,3.046,0.305,7616
2,10,1364,796,2.270,0.227,8205
2,11,1368,800,1.284,0.128,8078
2,12,1374,806,1.926,0.193,7061
2,13,1374,806,0.000,0.000,7377
2,14,1374,806,0.000,0.000,7905
2,15,1368,812,1.926,0.193,7722
2,16,1368,820,1.816,0.182,6824
2,17,1364,828,2.030,0.203,7382
2,18,1364,828,0.000,0.000,8201
2,19,1360,836,2.030,0.203,6563
2,20,1358,846,2.315,0.231,7231
2,21,1354,848,1.015,0.102,7907
2,22,1354,848,0.000,0.000,7858
2,23,1354,828,4.540,0.454,7670
2,24,1354,796,7.264,0.726,7976
2,25,1354,780,3.632,0.363,7751
2,26,1354,768,2.724,0.272,8288
2,27,1354,766,0.454,0.045,7187
2,28,1354,766,0.000,0.000,7366
2,29,1354,766,0.000,0.000,7953
2,30,1348,766,1.362,0.136,7561
2,31,1338,756,3.210,0.321,7465
2,32,1334,732,5.523,0.552,7212
2,33,1334,698,7.718,0.772,7611
2,34,1334,676,4.994,0.499,6814
2,35,1338,636,9.125,0.913,8096
2,36,1340,596,9.091,0.909,7984
2,37,1320,554,10.560,1.056,7677
2,38,1318,546,1.872,0.187,8162
2,39,1312,536,2.647,0.265,7881
2,40,1298,526,3.905,0.391,8356
2,41,1292,510,3.879,0.388,7629
2,42,1258,492,8.733,0.873,7852
2,43,1228,436,14.421,1.442,7735
2,44,1220,408,6.610,0.661,8222
2,45,1194,362,11.995,1.199,8364
3,1,602,264,-1.000,-1.000,7366
3,2,600,264,0.454,0.045,8709
3,3,598,262,0.642,0.064,7443
3,4,588,260,2.315,0.231,7537
3,5,588,260,0.000,0.000,7945
3,6,570,258,4.111,0.411,8551
3,7,566,252,1.637,0.164,8598
3,8,552,250,3.210,0.321,8482
3,9,546,248,1.436,0.144,7697
3,10,544,248,0.454,0.045,8547
3,11,538,242,1.926,0.193,7584
3,12,536,242,0.454,0.045,8121
3,13,530,238,1.637,0.164,8126
3,14,524,236,1.436,0.144,8242
3,15,524,236,0.000,0.000,7857
3,16,518,234,1.436,0.144,7810
3,17,518,234,0.000,0.000,5925
3,18,518,228,1.362,0.136,11296
3,19,528,212,4.283,0.428,6136
3,20,546,194,5.778,0.578,6973
3,21,558,186,3.274,0.327,6489
3,22,576,188,4.111,0.411,5788
3,23,590,204,4.826,0.483,6687
3,24,606,222,5.467,0.547,7489
3,25,624,240,5.778,0.578,7996
3,26,640,254,4.826,0.483,7350
3,27,656,270,5.136,0.514,8623
3,28,666,290,5.076,0.508,9362
3,29,680,300,3.905,0.391,5263
3,30,688,314,3.660,0.366,7654
3,31,690,318,1.015,0.102,10895
3,32,696,320,1.436,0.144,7605
3,33,718,340,6.749,0.675,9131
3,34,732,348,3.660,0.366,8598
3,35,746,352,3.305,0.331,9617
3,36,770,360,5.743,0.574,7892
3,37,788,366,4.307,0.431,8732
3,38,804,372,3.879,0.388,8736
3,39,816,382,3.546,0.355,8432
3,40,830,390,3.660,0.366,8118
3,41,854,402,6.091,0.609,8464
3,42,876,410,5.314,0.531,9149
3,43,894,418,4.471,0.447,8770
3,44,912,426,4.471,0.447,8026
3,45,924,428,2.762,0.276,8233
3,46,938,432,3.305,0.331,7990
3,47,954,432,3.632,0.363,8486
3,48,966,430,2.762,0.276,8079
3,49,992,424,6.057,0.606,7300
3,50,996,420,1.284,0.128,7887
3,51,1006,414,2.647,0.265,8537
3,52,1018,412,2.762,0.276,7808
3,53,1036,420,4.471,0.447,8547
3,54,1044,422,1.872,0.187,7506
3,55,1050,424,1.436,0.144,7866
3,56,1052,426,0.642,0.064,10446
3,57,1052,430,0.908,0.091,7262
3,58,1058,430,1.362,0.136,7485
3,59,1064,434,1.637,0.164,8567
3,60,1064,424,2.270,0.227,8476
3,61,1064,416,1.816,0.182,7791
3,62,1066,404,2.762,0.276,8170
3,63,1072,392,3.046,0.305,8594
3,64,1086,378,4.494,0.449,8197
3,65,1088,372,1.436,0.144,8223
