Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1122,108,-1.000,-1.000,7676
1,2,1142,116,4.890,0.489,7213
1,3,1152,118,2.315,0.231,7744
1,4,1152,126,1.816,0.182,7092
1,5,1174,132,5.176,0.518,6857
1,6,1202,132,6.356,0.636,7891
1,7,1206,134,1.015,0.102,6761
1,8,1214,144,2.907,0.291,7135
1,9,1212,202,13.174,1.317,8199
1,10,1210,222,4.563,0.456,7586
1,11,1210,242,4.540,0.454,7146
1,12,1216,262,4.740,0.474,6557
1,13,1222,288,6.057,0.606,7684
1,14,1222,310,4.994,0.499,6815
1,15,1222,322,2.724,0.272,8395
1,16,1222,334,2.724,0.272,8424
1,17,1232,348,3.905,0.391,8286
1,18,1234,358,2.315,0.231,7584
1,19,1258,372,6.307,0.631,6843
1,20,1272,382,3.905,0.391,7966
1,21,1290,394,4.911,0.491,6865
1,22,1308,416,6.453,0.645,6046
1,23,1322,428,4.186,0.419,8173
1,24,1336,446,5.176,0.518,6946
1,25,1358,470,7.391,0.739,7291
1,26,1368,480,3.210,0.321,7164
1,27,1392,500,7.092,0.709,7501
1,28,1414,520,6.749,0.675,7479
1,29,1446,558,11.277,1.128,6697
1,30,1474,564,6.500,0.650,6906
1,31,1494,572,4.890,0.489,5961
1,32,1506,576,2.871,0.287,6639
1,33,1522,582,3.879,0.388,7335
1,34,1546,602,7.092,0.709,5941
1,35,1568,614,5.689,0.569,5581
1,36,1598,650,10.638,1.064,7206
1,37,1604,656,1.926,0.193,6653
1,38,1628,670,6.307,0.631,6351
1,39,1642,678,3.660,0.366,7144
1,40,1668,702,8.032,0.803,7739
1,41,1686,712,4.674,0.467,7534
1,42,1700,724,4.186,0.419,6154
1,43,1716,744,5.814,0.581,6519
1,44,1746,756,7.335,0.733,7335
1,45,1768,778,7.063,0.706,6687
1,46,1780,786,3.274,0.327,6740
1,47,1802,798,5.689,0.569,6288
1,48,1822,800,4.563,0.456,6048
1,49,1850,812,6.915,0.692,5717
1,50,1878,828,7.321,0.732,6518
1,51,1892,834,3.458,0.346,5170
1,52,1936,846,10.353,1.035,6030
2,1,620,446,-1.000,-1.000,8644
2,2,610,446,2.270,0.227,9082
2,3,596,450,3.305,0.331,8221
2,4,578,450,4.086,0.409,7750
2,5,554,450,5.448,0.545,8198
2,6,516,450,8.626,0.863,7958
2,7,494,448,5.015,0.501,8112
2,8,468,442,6.057,0.606,8053
2,9,450,436,4.307,0.431,8274
2,10,432,428,4.471,0.447,8457
2,11,402,412,7.718,0.772,7797
2,12,396,408,1.637,0.164,7699
2,13,390,402,1.926,0.193,8471
2,14,376,394,3.660,0.366,7656
2,15,364,384,3.546,0.355,7747
2,16,338,364,7.446,0.745,7972
2,17,320,356,4.471,0.447,8531
2,18,300,350,4.740,0.474,7948
2,19,276,346,5.523,0.552,7922
2,20,256,342,4.630,0.463,8548
2,21,218,340,8.638,0.864,7707
2,22,202,340,3.632,0.363,7796
2,23,180,340,4.994,0.499,7894
2,24,166,344,3.305,0.331,7742
2,25,162,348,1.284,0.128,8168
2,26,154,354,2.270,0.227,7252
2,27,142,370,4.540,0.454,6482
2,28,132,400,7.178,0.718,7492
2,29,138,438,8.733,0.873,7551
2,30,142,450,2.871,0.287,8078
2,31,140,494,9.998,1.000,8059
2,32,134,516,5.176,0.518,7606
2,33,122,576,13.890,1.389,8334
2,34,122,584,1.816,0.182,7568
2,35,136,620,8.768,0.877,7742
2,36,154,634,5.176,0.518,7443
2,37,176,664,8.445,0.844,7486
2,38,184,676,3.274,0.327,7830
2,39,198,698,5.919,0.592,6599
2,40,208,706,2.907,0.291,7795
2,41,218,710,2.445,0.244,7602
2,42,244,724,6.703,0.670,7995
2,43,260,724,3.632,0.363,8386
2,44,276,714,4.283,0.428,7545
2,45,292,704,4.283,0.428,7894
2,46,312,692,5.295,0.529,8089
2,47,328,680,4.540,0.454,7926
2,48,360,644,10.934,1.093,8146
2,49,368,622,5.314,0.531,7993
2,50,382,600,5.919,0.592,8055
2,51,386,572,6.421,0.642,8390
2,52,382,540,7.321,0.732,8284
2,53,382,522,4.086,0.409,8031
2,54,382,512,2.270,0.227,7453
2,55,384,484,6.372,0.637,7829
2,56,388,448,8.222,0.822,8218
2,57,392,408,9.125,0.913,7466
2,58,388,400,2.030,0.203,8193
2,59,386,394,1.436,0.144,7850
2,60,376,392,2.315,0.231,7148
2,61,308,372,16.090,1.609,7767
2,62,294,366,3.458,0.346,7635
2,63,286,362,2.030,0.203,7881
2,64,262,354,5.743,0.574,8253
2,65,234,352,6.372,0.637,7862
2,66,198,348,8.222,0.822,8308
2,67,174,344,5.523,0.552,8568
2,68,150,344,5.448,0.545,8757
2,69,126,346,5.467,0.547,8166
2,70,108,348,4.111,0.411,7824
2,71,88,348,4.540,0.454,8387
2,72,66,350,5.015,0.501,7065
2,73,54,346,2.871,0.287,8117
3,1,912,720,-1.000,-1.000,8482
3,2,908,720,0.908,0.091,8609
3,3,882,720,5.902,0.590,8139
3,4,854,720,6.356,0.636,8441
3,5,836,720,4.086,0.409,8083
3,6,814,726,5.176,0.518,7668
3,7,806,728,1.872,0.187,8689
3,8,792,728,3.178,0.318,8277
3,9,770,728,4.994,0.499,8460
3,10,744,728,5.902,0.590,7869
3,11,732,728,2.724,0.272,7655
3,12,718,730,3.210,0.321,8027
3,13,698,740,5.076,0.508,8234
3,14,690,744,2.030,0.203,8041
3,15,664,754,6.323,0.632,8008
3,16,656,760,2.270,0.227,7743
3,17,648,766,2.270,0.227,8059
3,18,638,776,3.210,0.321,7510
3,19,616,784,5.314,0.531,7718
