"mymeans","mybcalo","mybcahi"
0.834031713261905,0.615433906357143,1.06220342254762
0.770150860055556,0.594887555759259,0.992634724574074
0.450420808818841,0.342639717471014,0.56605809207971
1.1745591012,1.00899551253333,1.36685643843333
1.52614681722917,1.28320368847917,1.87154905316667
0.2423440725,0.133698241791667,0.391387715541667
0.465026850166667,0.300596523343137,0.704140008460784
0.246289556738095,0.129797681809524,0.369452087773809
0.119095691116667,0.0430155259666666,0.192452727316667
0.295356924291667,0.21739192725,0.390482831833333
0.264287129890805,0.146401480166667,0.378276769373563
0.154019819474359,0.0965013718974359,0.231608995628205
0.633135038203704,0.48106604887037,0.850494151759259
0.973794074716667,0.726774833366667,1.27593921771667
0.916371259766667,0.684724315616667,1.23593374976667
0.217798799133333,0.142151404633333,0.302845403133333
1.03700989081884,0.855032135688406,1.23114908325362
0.319163092404762,0.179234562357143,0.517344370357143
0.140688288833333,0.026474977625,0.280655979875
0.0574513929057971,-0.00644747218115946,0.164297755601449
0.617695250433333,0.4739182565,0.8122164144
0.288382101757576,0.209716128030303,0.40517976130303
0.355096068880952,0.274018684642857,0.424541505595238
0.1779600827,0.140699388,0.214344092566667
0.184634576,0.145102736733333,0.2308143572
0.393579877206667,0.277415707926667,0.524941703726667
1.36210295972667,1.02633785292667,1.72755810440667
1.15297523812667,0.847775348806667,1.67555382620667
0.382452913845238,0.263618494238095,0.53124260252381
0.285790562933333,0.2372501241,0.332007342733333
1.51630010435897,1.29839222951282,1.79545593189744
0.555509467488095,0.443362845059524,0.696145369702381
0.628870430646667,0.457590625086667,0.907875470606667
0.427119849935897,0.323299145320513,0.58373962924359
0.48707548095977,0.373411561201149,0.632263971166667
0.58968474375,0.399885123583333,0.942631931222222
0.291216162782051,0.0990493398205128,0.512368006935897
0.0413001240797101,-0.0492215000072464,0.140381952688406
0.812148891263441,0.629053891553763,1.02496631252151
