"mymeans","mybcalo","mybcahi"
2.06361939977778,1.19903789222222,3.37591358955556
2.95347730834722,2.11881546522222,4.26230148247222
0.729469737585859,0.508255394585859,0.879771096858586
0.652145087031746,0.539963108412698,0.786617765507936
0.719967727365079,0.566629854079365,0.904064337436508
0.622987457222222,0.464171237822222,0.824812106222222
0.660483759022222,0.374054818622222,0.919982659722222
0.289697782622222,0.191331971122222,0.400138657122222
0.390879839777778,0.186791965555556,0.673591056
0.519075931722222,0.413573515522222,0.741447407022222
0.651864699322222,0.541584750022222,0.839106030422222
0.309712924822222,0.225090419622222,0.411690234422222
1.01297262722222,0.847395076822222,1.32565264462222
0.422061291322222,0.174470849922222,0.785040609422222
1.23609323822222,0.768127239222222,1.58789805109722
0.362025101777778,0.291145460555556,0.425325957555556
1.36121567842222,0.993181196922222,1.84622980062222
0.914484198111111,0.693412229777778,1.14683623466667
1.23587456492222,0.479871156422222,3.51453163522222
0.133949589666667,0.0266324916666667,0.328474931777778
1.42846849922222,1.01809578944444,2.07048494
0.409097727822222,0.312689941722222,0.617491120722222
0.479073077111111,0.403560062,0.653123908555555
0.240560574222222,0.150325777322222,0.342132936022222
0.281175296222222,0.202273691122222,0.339599564522222
0.472212998622222,0.283533060222222,0.735077770522222
0.367353114922222,0.181746196322222,0.707412995422222
2.66205772542222,1.71815845632222,4.51005782142222
0.586342316122222,0.412666703122222,0.747066140822222
0.414997149888889,0.301227057111111,0.627242222777778
4.40165214472222,3.33385281532222,5.86675571322222
0.875924743022222,0.664545886622222,1.07943138442222
1.82323080152222,1.33907384142222,2.37016963522222
-0.0123705962222222,-0.0503241731111111,0.025640417
0.339815238222222,0.266470487222222,0.410078987222222
0.676925969622222,0.577356846822222,0.833843781822222
0.193582388122222,0.105101044522222,0.296194033222222
0.671293593666667,0.392560153444445,1.11980720066667
0.778832628622222,0.637873001922222,0.989279944822222
1.43235181377778,1.16995931911111,1.79836387422222
