Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,426,728,-1.000,-1.000,5910
1,2,426,694,7.718,0.772,5064
1,3,418,676,4.471,0.447,5659
1,4,418,656,4.540,0.454,5802
1,5,434,622,8.530,0.853,5850
1,6,462,580,11.458,1.146,5685
1,7,472,556,5.902,0.590,5967
1,8,482,544,3.546,0.355,6240
1,9,488,534,2.647,0.265,6022
1,10,496,524,2.907,0.291,5509
1,11,514,510,5.176,0.518,5167
1,12,542,492,7.556,0.756,6302
1,13,562,478,5.542,0.554,5609
1,14,574,468,3.546,0.355,5772
1,15,604,446,8.445,0.844,6300
1,16,614,430,4.283,0.428,5894
1,17,628,408,5.919,0.592,6656
1,18,636,394,3.660,0.366,5745
1,19,648,354,9.480,0.948,6039
1,20,654,340,3.458,0.346,5958
1,21,674,312,7.811,0.781,5650
1,22,684,292,5.076,0.508,5519
1,23,688,282,2.445,0.244,5903
1,24,694,270,3.046,0.305,5772
1,25,700,224,10.530,1.053,5532
1,26,716,186,9.359,0.936,5446
1,27,722,176,2.647,0.265,5675
1,28,726,160,3.744,0.374,6073
1,29,730,142,4.186,0.419,5778
1,30,730,140,0.454,0.045,5768
1,31,730,140,0.000,0.000,5925
1,32,748,124,5.467,0.547,6107
1,33,748,116,1.816,0.182,5506
1,34,748,106,2.270,0.227,6398
1,35,754,96,2.647,0.265,6657
1,36,762,92,2.030,0.203,5897
1,37,772,80,3.546,0.355,6379
1,38,776,70,2.445,0.244,6615
1,39,788,60,3.546,0.355,6033
1,40,816,42,7.556,0.756,6365
1,41,832,28,4.826,0.483,6033
1,42,850,16,4.911,0.491,5827
2,1,640,636,-1.000,-1.000,5874
2,2,628,632,2.871,0.287,5901
2,3,618,634,2.315,0.231,5584
2,4,610,636,1.872,0.187,5076
3,1,1268,284,-1.000,-1.000,6318
3,2,1254,292,3.660,0.366,6474
3,3,1252,298,1.436,0.144,6260
3,4,1248,300,1.015,0.102,6233
3,5,1238,304,2.445,0.244,6256
3,6,1208,328,8.721,0.872,5833
3,7,1194,336,3.660,0.366,6669
3,8,1142,352,12.350,1.235,5844
3,9,1106,354,8.185,0.818,6073
3,10,1072,360,7.837,0.784,5704
3,11,1040,352,7.488,0.749,6641
