Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,858,484,-1.000,-1.000,6671
1,2,826,492,7.488,0.749,6572
1,3,824,486,1.436,0.144,7378
1,4,816,484,1.872,0.187,7308
1,5,788,476,6.610,0.661,5787
1,6,774,474,3.210,0.321,7708
1,7,768,474,1.362,0.136,8128
1,8,748,476,4.563,0.456,7453
1,9,746,476,0.454,0.045,7361
1,10,746,476,0.000,0.000,6814
1,11,738,478,1.872,0.187,6637
1,12,714,480,5.467,0.547,5116
1,13,650,492,14.781,1.478,7360
1,14,572,508,18.075,1.807,7927
1,15,566,512,1.637,0.164,6179
1,16,552,516,3.305,0.331,6154
1,17,522,522,6.945,0.694,7520
1,18,500,548,7.731,0.773,6893
1,19,490,560,3.546,0.355,6752
1,20,490,564,0.908,0.091,6464
1,21,476,578,4.494,0.449,7158
1,22,468,582,2.030,0.203,7085
1,23,466,582,0.454,0.045,7359
1,24,454,576,3.046,0.305,7264
1,25,450,574,1.015,0.102,6895
1,26,442,568,2.270,0.227,6907
1,27,410,544,9.080,0.908,7023
1,28,396,534,3.905,0.391,7081
1,29,372,504,8.721,0.872,7704
1,30,358,492,4.186,0.419,7441
1,31,346,490,2.762,0.276,7044
1,32,338,490,1.816,0.182,6340
1,33,332,488,1.436,0.144,6477
1,34,310,480,5.314,0.531,6861
1,35,294,466,4.826,0.483,7779
1,36,274,450,5.814,0.581,8866
1,37,274,448,0.454,0.045,7675
2,1,966,788,-1.000,-1.000,5785
2,2,978,784,2.871,0.287,6230
2,3,988,784,2.270,0.227,6743
2,4,1002,790,3.458,0.346,6951
2,5,1018,802,4.540,0.454,7056
2,6,1044,804,5.919,0.592,6447
2,7,1062,808,4.186,0.419,6173
2,8,1074,810,2.762,0.276,6253
2,9,1086,814,2.871,0.287,5923
2,10,1120,816,7.731,0.773,6706
2,11,1134,816,3.178,0.318,6738
2,12,1148,816,3.178,0.318,5882
2,13,1160,814,2.762,0.276,6665
2,14,1192,810,7.321,0.732,5789
2,15,1214,810,4.994,0.499,6021
2,16,1240,802,6.175,0.618,6078
2,17,1272,796,7.391,0.739,5938
2,18,1306,790,7.837,0.784,6206
2,19,1340,784,7.837,0.784,5888
2,20,1362,784,4.994,0.499,6625
2,21,1370,786,1.872,0.187,6467
2,22,1390,800,5.542,0.554,6282
2,23,1396,810,2.647,0.265,6559
2,24,1406,816,2.647,0.265,6339
2,25,1426,820,4.630,0.463,5589
2,26,1442,820,3.632,0.363,6549
2,27,1458,820,3.632,0.363,6343
2,28,1482,816,5.523,0.552,6518
2,29,1494,814,2.762,0.276,5925
2,30,1536,804,9.801,0.980,6339
2,31,1564,802,6.372,0.637,5900
2,32,1594,800,6.825,0.683,5449
2,33,1626,798,7.278,0.728,5937
2,34,1650,792,5.616,0.562,6167
2,35,1658,792,1.816,0.182,6307
2,36,1692,792,7.718,0.772,5890
2,37,1710,792,4.086,0.409,6018
2,38,1736,790,5.919,0.592,6027
2,39,1756,792,4.563,0.456,5582
2,40,1768,794,2.762,0.276,6052
2,41,1778,796,2.315,0.231,6078
2,42,1802,796,5.448,0.545,6315
2,43,1812,798,2.315,0.231,4838
2,44,1830,798,4.086,0.409,5221
2,45,1842,798,2.724,0.272,6806
2,46,1866,798,5.448,0.545,6216
2,47,1886,798,4.540,0.454,5503
2,48,1902,792,3.879,0.388,4776
2,49,1912,770,5.486,0.549,5891
2,50,1928,762,4.061,0.406,5835
2,51,1938,760,2.315,0.231,5839
3,1,1248,748,-1.000,-1.000,6204
3,2,1248,750,0.454,0.045,6289
3,3,1248,754,0.908,0.091,6218
3,4,1254,754,1.362,0.136,6556
3,5,1270,746,4.061,0.406,6111
3,6,1282,736,3.546,0.355,6821
3,7,1292,736,2.270,0.227,6459
3,8,1298,736,1.362,0.136,6409
3,9,1314,736,3.632,0.363,6441
3,10,1330,736,3.632,0.363,5947
3,11,1344,738,3.210,0.321,6179
3,12,1352,738,1.816,0.182,5798
3,13,1354,738,0.454,0.045,6456
3,14,1364,736,2.315,0.231,6781
3,15,1380,732,3.744,0.374,5642
3,16,1406,732,5.902,0.590,5461
3,17,1428,736,5.076,0.508,5352
3,18,1444,738,3.660,0.366,5423
3,19,1480,740,8.185,0.818,5715
3,20,1494,740,3.178,0.318,6364
3,21,1498,740,0.908,0.091,6338
3,22,1514,740,3.632,0.363,6303
3,23,1520,740,1.362,0.136,6194
3,24,1522,740,0.454,0.045,6109
