Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,848,456,-1.000,-1.000,8397
1,2,834,450,3.458,0.346,8194
1,3,834,446,0.908,0.091,7602
1,4,832,440,1.436,0.144,7061
1,5,818,440,3.178,0.318,8091
1,6,808,442,2.315,0.231,8250
1,7,792,442,3.632,0.363,8447
1,8,782,446,2.445,0.244,7835
1,9,756,468,7.731,0.773,8558
1,10,736,488,6.421,0.642,8657
1,11,716,492,4.630,0.463,7754
1,12,712,490,1.015,0.102,8171
1,13,698,492,3.210,0.321,7290
1,14,678,504,5.295,0.529,8544
1,15,658,516,5.295,0.529,7822
1,16,650,522,2.270,0.227,8063
1,17,638,540,4.911,0.491,8172
1,18,624,556,4.826,0.483,7378
1,19,620,564,2.030,0.203,8092
1,20,612,574,2.907,0.291,7238
1,21,604,590,4.061,0.406,8349
1,22,594,608,4.674,0.467,8347
1,23,582,618,3.546,0.355,7929
1,24,552,660,11.716,1.172,8295
1,25,548,668,2.030,0.203,8092
1,26,534,696,7.106,0.711,4737
1,27,526,732,8.371,0.837,10373
1,28,520,756,5.616,0.562,8630
1,29,518,764,1.872,0.187,7630
1,30,510,782,4.471,0.447,9676
1,31,500,806,5.902,0.590,8312
1,32,492,824,4.471,0.447,8095
1,33,490,830,1.436,0.144,7272
1,34,478,840,3.546,0.355,8260
1,35,470,848,2.568,0.257,6768
1,36,452,862,5.176,0.518,7992
1,37,450,864,0.642,0.064,8706
1,38,442,872,2.568,0.257,7859
1,39,436,876,1.637,0.164,7930
1,40,436,876,0.000,0.000,7492
2,1,346,636,-1.000,-1.000,8030
2,2,340,636,1.362,0.136,8110
2,3,322,636,4.086,0.409,8395
2,4,304,636,4.086,0.409,8040
2,5,280,634,5.467,0.547,8660
2,6,260,636,4.563,0.456,8389
2,7,240,632,4.630,0.463,8766
2,8,216,638,5.616,0.562,7512
2,9,204,644,3.046,0.305,7447
2,10,190,656,4.186,0.419,8221
2,11,172,670,5.176,0.518,7360
2,12,160,684,4.186,0.419,6864
2,13,150,694,3.210,0.321,8279
