Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,368,372,-1.000,-1.000,7374
1,2,374,396,5.616,0.562,8155
1,3,370,404,2.030,0.203,8174
1,4,370,404,0.000,0.000,7870
1,5,372,410,1.436,0.144,8089
1,6,376,418,2.030,0.203,7302
1,7,392,434,5.136,0.514,7084
1,8,404,448,4.186,0.419,9604
1,9,416,462,4.186,0.419,7739
1,10,430,480,5.176,0.518,7784
1,11,444,492,4.186,0.419,8298
1,12,464,500,4.890,0.489,8728
1,13,484,506,4.740,0.474,7193
1,14,494,512,2.647,0.265,6335
1,15,512,538,7.178,0.718,7781
1,16,524,544,3.046,0.305,7519
1,17,536,560,4.540,0.454,7999
1,18,562,574,6.703,0.670,8429
1,19,586,580,5.616,0.562,8166
1,20,620,584,7.771,0.777,6843
1,21,634,588,3.305,0.331,7693
1,22,648,590,3.210,0.321,7667
1,23,662,592,3.210,0.321,7788
1,24,678,596,3.744,0.374,7648
1,25,696,606,4.674,0.467,7719
1,26,716,612,4.740,0.474,7976
1,27,734,614,4.111,0.411,9657
1,28,742,614,1.816,0.182,8280
1,29,754,614,2.724,0.272,7756
1,30,774,614,4.540,0.454,7994
1,31,792,610,4.186,0.419,8019
1,32,814,604,5.176,0.518,7699
1,33,828,604,3.178,0.318,7019
1,34,840,600,2.871,0.287,8014
1,35,856,600,3.632,0.363,8230
1,36,868,600,2.724,0.272,7529
1,37,878,598,2.315,0.231,8653
1,38,898,588,5.076,0.508,7502
1,39,908,580,2.907,0.291,6724
1,40,910,574,1.436,0.144,8164
1,41,918,562,3.274,0.327,8315
1,42,924,554,2.270,0.227,8341
1,43,930,548,1.926,0.193,7292
1,44,938,538,2.907,0.291,7852
1,45,952,530,3.660,0.366,6990
1,46,962,522,2.907,0.291,7653
1,47,972,512,3.210,0.321,9415
1,48,974,502,2.315,0.231,7496
1,49,974,492,2.270,0.227,7814
1,50,970,472,4.630,0.463,8424
1,51,968,460,2.762,0.276,7889
1,52,966,448,2.762,0.276,8156
1,53,966,446,0.454,0.045,7701
1,54,966,438,1.816,0.182,8119
1,55,966,428,2.270,0.227,7890
1,56,966,396,7.264,0.726,7654
1,57,966,390,1.362,0.136,8567
1,58,966,372,4.086,0.409,7826
1,59,968,362,2.315,0.231,7086
1,60,968,336,5.902,0.590,7172
1,61,966,316,4.563,0.456,7802
1,62,962,308,2.030,0.203,8449
1,63,948,304,3.305,0.331,7855
1,64,940,298,2.270,0.227,7605
1,65,934,292,1.926,0.193,7770
1,66,924,286,2.647,0.265,7303
1,67,914,284,2.315,0.231,7552
1,68,894,284,4.540,0.454,7432
1,69,870,284,5.448,0.545,6760
1,70,846,290,5.616,0.562,6952
1,71,818,292,6.372,0.637,7585
1,72,802,292,3.632,0.363,6927
1,73,782,294,4.563,0.456,6736
2,1,940,534,-1.000,-1.000,8981
2,2,940,550,3.632,0.363,6861
2,3,930,566,4.283,0.428,8898
2,4,930,566,0.000,0.000,6425
2,5,916,572,3.458,0.346,7899
2,6,906,578,2.647,0.265,8863
2,7,896,590,3.546,0.355,9554
2,8,878,606,5.467,0.547,8674
2,9,856,620,5.919,0.592,7320
2,10,840,624,3.744,0.374,8009
2,11,816,634,5.902,0.590,7184
2,12,812,636,1.015,0.102,7576
2,13,796,650,4.826,0.483,7243
2,14,790,652,1.436,0.144,8688
2,15,778,654,2.762,0.276,8904
2,16,754,664,5.902,0.590,9181
2,17,742,668,2.871,0.287,8351
2,18,728,672,3.305,0.331,5134
2,19,710,678,4.307,0.431,4354
2,20,688,684,5.176,0.518,8460
2,21,668,692,4.890,0.489,13530
2,22,646,704,5.689,0.569,5572
2,23,622,710,5.616,0.562,6733
2,24,588,716,7.837,0.784,7469
2,25,550,718,8.638,0.864,8510
2,26,534,718,3.632,0.363,8231
2,27,526,718,1.816,0.182,7972
2,28,516,718,2.270,0.227,6933
2,29,500,718,3.632,0.363,8120
2,30,494,718,1.362,0.136,8055
2,31,468,716,5.919,0.592,8977
2,32,462,712,1.637,0.164,8540
2,33,452,704,2.907,0.291,9147
2,34,438,692,4.186,0.419,8166
2,35,432,682,2.647,0.265,8459
2,36,430,674,1.872,0.187,8454
2,37,412,656,5.778,0.578,8349
2,38,404,640,4.061,0.406,7104
2,39,396,630,2.907,0.291,6137
2,40,378,606,6.810,0.681,7349
2,41,368,594,3.546,0.355,6502
2,42,358,574,5.076,0.508,8356
2,43,336,542,8.815,0.882,8522
2,44,326,522,5.076,0.508,8300
2,45,322,500,5.076,0.508,7088
2,46,324,488,2.762,0.276,7407
2,47,328,466,5.076,0.508,8013
2,48,330,452,3.210,0.321,7982
2,49,336,444,2.270,0.227,7637
2,50,354,434,4.674,0.467,8212
2,51,378,428,5.616,0.562,7282
2,52,400,416,5.689,0.569,7043
2,53,412,412,2.871,0.287,7990
2,54,434,406,5.176,0.518,7651
2,55,482,394,11.231,1.123,7747
2,56,510,390,6.421,0.642,7875
2,57,518,386,2.030,0.203,7587
2,58,532,380,3.458,0.346,8352
2,59,550,378,4.111,0.411,8574
2,60,574,378,5.448,0.545,6754
2,61,590,378,3.632,0.363,7690
2,62,612,380,5.015,0.501,8247
2,63,634,384,5.076,0.508,8597
2,64,658,390,5.616,0.562,9028
2,65,670,392,2.762,0.276,8043
2,66,692,398,5.176,0.518,8163
2,67,716,400,5.467,0.547,8351
2,68,736,402,4.563,0.456,7763
2,69,752,404,3.660,0.366,6813
2,70,766,410,3.458,0.346,8098
2,71,776,418,2.907,0.291,5681
2,72,792,420,3.660,0.366,5815
2,73,812,428,4.890,0.489,7381
3,1,1446,524,-1.000,-1.000,7642
3,2,1444,524,0.454,0.045,7885
3,3,1444,524,0.000,0.000,8442
3,4,1444,526,0.454,0.045,8360
3,5,1446,528,0.642,0.064,8006
3,6,1448,530,0.642,0.064,7796
3,7,1448,530,0.000,0.000,7212
3,8,1448,530,0.000,0.000,7586
3,9,1448,532,0.454,0.045,8003
3,10,1450,532,0.454,0.045,8678
3,11,1458,532,1.816,0.182,8324
3,12,1466,532,1.816,0.182,7887
3,13,1474,530,1.872,0.187,8669
3,14,1476,530,0.454,0.045,7774
3,15,1480,526,1.284,0.128,6735
3,16,1492,526,2.724,0.272,7645
3,17,1502,528,2.315,0.231,7486
3,18,1510,532,2.030,0.203,8078
3,19,1514,536,1.284,0.128,7510
3,20,1518,542,1.637,0.164,7832
3,21,1518,552,2.270,0.227,8106
3,22,1518,556,0.908,0.091,7660
3,23,1502,560,3.744,0.374,7619
3,24,1488,562,3.210,0.321,7748
3,25,1484,562,0.908,0.091,7698
3,26,1484,562,0.000,0.000,7344
3,27,1484,562,0.000,0.000,7465
3,28,1484,564,0.454,0.045,7392
3,29,1488,570,1.637,0.164,7693
3,30,1492,578,2.030,0.203,7600
3,31,1498,582,1.637,0.164,6877
3,32,1522,582,5.448,0.545,7480
3,33,1534,578,2.871,0.287,10021
3,34,1546,570,3.274,0.327,6946
3,35,1568,546,7.391,0.739,7654
3,36,1580,534,3.852,0.385,7884
3,37,1586,534,1.362,0.136,6747
3,38,1598,532,2.762,0.276,7471
3,39,1606,534,1.872,0.187,7181
3,40,1610,538,1.284,0.128,7162
3,41,1618,544,2.270,0.227,7136
3,42,1624,552,2.270,0.227,7343
3,43,1630,558,1.926,0.193,6917
3,44,1632,560,0.642,0.064,7037
3,45,1632,560,0.000,0.000,7661
3,46,1638,560,1.362,0.136,7758
3,47,1642,548,2.871,0.287,7636
3,48,1642,542,1.362,0.136,7311
3,49,1644,528,3.210,0.321,7215
3,50,1644,526,0.454,0.045,5514
3,51,1652,506,4.890,0.489,7501
3,52,1662,490,4.283,0.428,7651
3,53,1672,474,4.283,0.428,7250
3,54,1676,466,2.030,0.203,7027
3,55,1672,456,2.445,0.244,7170
3,56,1672,452,0.908,0.091,7529
3,57,1666,444,2.270,0.227,7166
3,58,1634,432,7.758,0.776,7232
3,59,1624,426,2.647,0.265,6999
3,60,1624,426,0.000,0.000,8126
3,61,1632,414,3.274,0.327,7216
3,62,1646,410,3.305,0.331,7302
3,63,1654,408,1.872,0.187,7016
3,64,1662,408,1.816,0.182,7426
3,65,1678,414,3.879,0.388,7765
3,66,1686,416,1.872,0.187,6757
3,67,1688,416,0.454,0.045,7317
3,68,1688,424,1.816,0.182,7111
3,69,1688,428,0.908,0.091,6976
3,70,1672,430,3.660,0.366,7443
3,71,1664,424,2.270,0.227,7341
3,72,1662,416,1.872,0.187,7938
3,73,1662,402,3.178,0.318,6242
4,1,1276,184,-1.000,-1.000,8021
4,2,1276,184,0.000,0.000,8117
4,3,1280,184,0.908,0.091,7827
4,4,1286,184,1.362,0.136,7905
4,5,1290,184,0.908,0.091,8026
4,6,1296,184,1.362,0.136,8001
4,7,1304,184,1.816,0.182,8101
4,8,1304,184,0.000,0.000,8121
4,9,1304,174,2.270,0.227,8078
4,10,1310,170,1.637,0.164,7290
4,11,1310,166,0.908,0.091,7290
4,12,1312,166,0.454,0.045,7325
4,13,1304,160,2.270,0.227,7204
4,14,1304,158,0.454,0.045,7027
4,15,1300,156,1.015,0.102,7560
4,16,1298,152,1.015,0.102,6879
4,17,1298,152,0.000,0.000,6640
4,18,1306,152,1.816,0.182,7265
4,19,1308,152,0.454,0.045,7846
4,20,1314,152,1.362,0.136,8125
4,21,1310,152,0.908,0.091,6864
4,22,1304,146,1.926,0.193,7128
4,23,1304,144,0.454,0.045,8033
4,24,1306,142,0.642,0.064,7337
4,25,1320,146,3.305,0.331,8144
4,26,1330,148,2.315,0.231,7933
4,27,1336,150,1.436,0.144,8298
4,28,1336,150,0.000,0.000,7671
4,29,1340,150,0.908,0.091,7430
4,30,1340,150,0.000,0.000,7513
4,31,1340,152,0.454,0.045,7564
4,32,1342,152,0.454,0.045,7656
4,33,1344,150,0.642,0.064,7704
4,34,1346,148,0.642,0.064,7765
4,35,1346,146,0.454,0.045,7995
4,36,1346,146,0.000,0.000,7530
4,37,1336,142,2.445,0.244,7286
4,38,1336,142,0.000,0.000,7104
4,39,1342,142,1.362,0.136,7220
4,40,1354,142,2.724,0.272,8070
4,41,1362,142,1.816,0.182,8896
4,42,1372,142,2.270,0.227,8348
4,43,1384,146,2.871,0.287,7283
4,44,1400,148,3.660,0.366,7297
4,45,1408,150,1.872,0.187,7898
4,46,1418,150,2.270,0.227,7663
4,47,1436,152,4.111,0.411,7297
4,48,1478,156,9.577,0.958,7800
4,49,1506,162,6.500,0.650,8381
4,50,1546,168,9.182,0.918,7093
4,51,1562,168,3.632,0.363,7723
4,52,1578,166,3.660,0.366,7938
4,53,1600,156,5.486,0.549,7696
4,54,1606,148,2.270,0.227,7630
4,55,1624,136,4.911,0.491,7377
4,56,1632,120,4.061,0.406,6617
4,57,1646,110,3.905,0.391,6951
4,58,1652,104,1.926,0.193,7148
4,59,1662,102,2.315,0.231,7337
4,60,1672,100,2.315,0.231,7125
4,61,1680,100,1.816,0.182,7081
