Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,744,616,-1.000,-1.000,6672
1,2,748,596,4.630,0.463,6068
1,3,750,596,0.454,0.045,6891
1,4,756,596,1.362,0.136,7353
1,5,764,602,2.270,0.227,6756
1,6,768,604,1.015,0.102,6652
1,7,778,604,2.270,0.227,6592
1,8,778,604,0.000,0.000,6487
1,9,778,608,0.908,0.091,7270
1,10,778,610,0.454,0.045,7038
1,11,786,598,3.274,0.327,6746
1,12,788,590,1.872,0.187,6887
1,13,788,584,1.362,0.136,6850
1,14,788,584,0.000,0.000,7056
1,15,788,592,1.816,0.182,6702
1,16,788,600,1.816,0.182,6912
1,17,794,608,2.270,0.227,6997
1,18,800,620,3.046,0.305,6992
1,19,810,632,3.546,0.355,6592
1,20,816,636,1.637,0.164,6417
1,21,818,636,0.454,0.045,7082
1,22,820,638,0.642,0.064,6674
1,23,822,648,2.315,0.231,7193
1,24,832,652,2.445,0.244,7301
1,25,836,662,2.445,0.244,6865
1,26,842,674,3.046,0.305,6634
1,27,858,694,5.814,0.581,6833
1,28,878,712,6.108,0.611,6300
1,29,888,702,3.210,0.321,7272
1,30,890,680,5.015,0.501,6985
1,31,894,670,2.445,0.244,6995
1,32,900,668,1.436,0.144,6686
1,33,912,666,2.762,0.276,6739
1,34,936,660,5.616,0.562,7054
1,35,956,660,4.540,0.454,7222
1,36,968,660,2.724,0.272,6811
1,37,988,654,4.740,0.474,6996
1,38,1008,642,5.295,0.529,6911
1,39,1014,626,3.879,0.388,6996
1,40,1014,616,2.270,0.227,6980
1,41,1014,610,1.362,0.136,6573
1,42,1014,598,2.724,0.272,6460
1,43,1012,578,4.563,0.456,6725
1,44,1008,566,2.871,0.287,6648
1,45,1008,564,0.454,0.045,6992
1,46,1012,566,1.015,0.102,6958
1,47,1026,566,3.178,0.318,6482
1,48,1034,570,2.030,0.203,6459
1,49,1038,570,0.908,0.091,7265
1,50,1042,564,1.637,0.164,6881
1,51,1054,566,2.762,0.276,6905
1,52,1078,572,5.616,0.562,6446
1,53,1096,576,4.186,0.419,6508
1,54,1106,582,2.647,0.265,6757
1,55,1108,584,0.642,0.064,6715
1,56,1110,584,0.454,0.045,6859
1,57,1106,578,1.637,0.164,7032
1,58,1098,576,1.872,0.187,6999
1,59,1090,578,1.872,0.187,7171
1,60,1084,578,1.362,0.136,6624
1,61,1082,570,1.872,0.187,7130
1,62,1072,560,3.210,0.321,7326
1,63,1044,544,7.321,0.732,6202
1,64,1022,534,5.486,0.549,6663
1,65,1004,518,5.467,0.547,7067
1,66,996,514,2.030,0.203,6347
1,67,994,514,0.454,0.045,6931
1,68,978,500,4.826,0.483,6309
1,69,958,484,5.814,0.581,6365
1,70,950,482,1.872,0.187,7140
1,71,930,476,4.740,0.474,7036
1,72,904,472,5.971,0.597,6675
1,73,880,458,6.307,0.631,6809
2,1,948,356,-1.000,-1.000,6812
2,2,948,356,0.000,0.000,4168
2,3,950,362,1.436,0.144,8362
2,4,960,382,5.076,0.508,4848
2,5,972,402,5.295,0.529,7101
2,6,986,428,6.703,0.670,6467
2,7,988,436,1.872,0.187,7211
2,8,992,440,1.284,0.128,6231
2,9,996,450,2.445,0.244,5566
2,10,1006,470,5.076,0.508,5890
2,11,1026,492,6.749,0.675,6553
2,12,1028,512,4.563,0.456,6590
2,13,1030,536,5.467,0.547,6592
2,14,1028,566,6.825,0.683,6462
2,15,1022,596,6.945,0.694,7062
2,16,1016,622,6.057,0.606,6322
2,17,1012,636,3.305,0.331,6630
2,18,1010,664,6.372,0.637,6185
2,19,1010,680,3.632,0.363,6626
2,20,1010,702,4.994,0.499,6392
2,21,1012,726,5.467,0.547,5928
2,22,1016,746,4.630,0.463,6463
2,23,1016,774,6.356,0.636,6175
2,24,1020,798,5.523,0.552,6183
2,25,1030,818,5.076,0.508,7057
2,26,1038,830,3.274,0.327,7428
2,27,1052,836,3.458,0.346,7278
2,28,1072,836,4.540,0.454,6000
2,29,1094,852,6.175,0.618,6152
2,30,1118,866,6.307,0.631,6396
2,31,1124,870,1.637,0.164,6185
2,32,1154,888,7.942,0.794,6409
2,33,1176,904,6.175,0.618,6845
2,34,1204,932,8.989,0.899,6774
2,35,1224,948,5.814,0.581,6781
2,36,1234,956,2.907,0.291,6453
2,37,1246,958,2.762,0.276,6572
2,38,1266,960,4.563,0.456,6452
2,39,1294,982,8.083,0.808,5846
2,40,1322,1002,7.811,0.781,5952
2,41,1334,1006,2.871,0.287,6336
2,42,1338,1008,1.015,0.102,6535
2,43,1346,1008,1.816,0.182,6685
2,44,1356,1006,2.315,0.231,7004
2,45,1376,1006,4.540,0.454,6505
2,46,1386,1008,2.315,0.231,6504
2,47,1408,1016,5.314,0.531,5994
2,48,1414,1016,1.362,0.136,6264
2,49,1432,1024,4.471,0.447,6622
2,50,1460,1046,8.083,0.808,6173
2,51,1472,1056,3.546,0.355,5966
2,52,1484,1082,6.500,0.650,5939
2,53,1488,1094,2.871,0.287,6353
2,54,1488,1098,0.908,0.091,6378
2,55,1488,1104,1.362,0.136,5998
2,56,1488,1116,2.724,0.272,5544
2,57,1498,1140,5.902,0.590,6219
2,58,1504,1154,3.458,0.346,6163
2,59,1518,1174,5.542,0.554,5447
2,60,1522,1186,2.871,0.287,5790
2,61,1524,1196,2.315,0.231,5716
2,62,1526,1204,1.872,0.187,5853
2,63,1528,1226,5.015,0.501,6113
2,64,1530,1240,3.210,0.321,6111
2,65,1532,1258,4.111,0.411,5959
2,66,1532,1286,6.356,0.636,6309
2,67,1534,1302,3.660,0.366,6081
2,68,1534,1328,5.902,0.590,6314
2,69,1530,1342,3.305,0.331,5730
2,70,1528,1364,5.015,0.501,6574
2,71,1516,1384,5.295,0.529,6251
2,72,1510,1394,2.647,0.265,6347
2,73,1496,1412,5.176,0.518,6227
3,1,636,372,-1.000,-1.000,6313
3,2,650,370,3.210,0.321,7058
3,3,650,370,0.000,0.000,6547
3,4,650,368,0.454,0.045,6780
3,5,648,378,2.315,0.231,6874
3,6,648,388,2.270,0.227,6869
3,7,646,386,0.642,0.064,6176
3,8,642,380,1.637,0.164,6253
3,9,640,374,1.436,0.144,5760
3,10,640,374,0.000,0.000,6258
3,11,642,372,0.642,0.064,7284
3,12,640,370,0.642,0.064,6849
3,13,640,368,0.454,0.045,6462
3,14,640,360,1.816,0.182,6423
3,15,646,356,1.637,0.164,6735
3,16,650,352,1.284,0.128,6878
3,17,652,350,0.642,0.064,6733
3,18,670,340,4.674,0.467,6901
3,19,674,336,1.284,0.128,7195
3,20,680,332,1.637,0.164,6779
3,21,686,332,1.362,0.136,7192
3,22,690,330,1.015,0.102,6930
3,23,694,324,1.637,0.164,7255
3,24,698,324,0.908,0.091,6797
3,25,700,328,1.015,0.102,6733
3,26,702,332,1.015,0.102,6776
3,27,708,336,1.637,0.164,6874
3,28,716,336,1.816,0.182,6680
3,29,728,338,2.762,0.276,6438
3,30,746,338,4.086,0.409,7067
3,31,760,336,3.210,0.321,6820
3,32,770,334,2.315,0.231,6319
3,33,782,334,2.724,0.272,6603
3,34,786,330,1.284,0.128,6544
3,35,792,328,1.436,0.144,6288
3,36,792,328,0.000,0.000,6927
3,37,792,330,0.454,0.045,6512
3,38,792,332,0.454,0.045,6976
3,39,798,332,1.362,0.136,6262
3,40,812,332,3.178,0.318,6170
3,41,822,332,2.270,0.227,6759
3,42,836,332,3.178,0.318,6329
3,43,854,332,4.086,0.409,6866
3,44,874,330,4.563,0.456,6532
3,45,906,340,7.610,0.761,6611
3,46,918,342,2.762,0.276,6382
3,47,928,346,2.445,0.244,7013
3,48,938,348,2.315,0.231,6960
3,49,948,346,2.315,0.231,6446
3,50,954,334,3.046,0.305,6733
3,51,952,320,3.210,0.321,6375
3,52,944,306,3.660,0.366,6686
3,53,942,298,1.872,0.187,6592
3,54,938,292,1.637,0.164,6824
3,55,936,288,1.015,0.102,6738
3,56,932,282,1.637,0.164,6443
3,57,930,270,2.762,0.276,6749
3,58,928,268,0.642,0.064,6737
3,59,926,266,0.642,0.064,6737
3,60,914,264,2.762,0.276,6333
3,61,906,258,2.270,0.227,6612
3,62,898,264,2.270,0.227,6695
3,63,896,262,0.642,0.064,6764
3,64,892,250,2.871,0.287,6694
3,65,890,234,3.660,0.366,7194
3,66,890,214,4.540,0.454,7062
3,67,888,200,3.210,0.321,6889
3,68,886,190,2.315,0.231,6809
3,69,886,184,1.362,0.136,6960
3,70,886,178,1.362,0.136,6771
3,71,888,174,1.015,0.102,6870
3,72,886,170,1.015,0.102,6158
3,73,884,166,1.015,0.102,6702
4,1,396,392,-1.000,-1.000,6520
4,2,398,392,0.454,0.045,6696
4,3,410,396,2.871,0.287,7386
4,4,434,398,5.467,0.547,6597
4,5,456,402,5.076,0.508,6607
4,6,484,402,6.356,0.636,6579
4,7,504,410,4.890,0.489,7794
4,8,518,420,3.905,0.391,6817
4,9,526,444,5.743,0.574,6693
4,10,530,474,6.870,0.687,6828
4,11,534,482,2.030,0.203,6897
4,12,544,490,2.907,0.291,6636
4,13,546,508,4.111,0.411,6940
4,14,544,532,5.467,0.547,5484
4,15,538,542,2.647,0.265,6965
4,16,512,564,7.731,0.773,6323
4,17,490,574,5.486,0.549,6813
4,18,476,574,3.178,0.318,6112
4,19,458,568,4.307,0.431,6650
4,20,444,562,3.458,0.346,6808
4,21,426,554,4.471,0.447,6581
4,22,416,538,4.283,0.428,6871
4,23,412,524,3.305,0.331,6537
4,24,404,508,4.061,0.406,6686
4,25,394,496,3.546,0.355,6612
4,26,388,488,2.270,0.227,6916
4,27,388,468,4.540,0.454,6981
4,28,398,458,3.210,0.321,6495
4,29,410,450,3.274,0.327,5357
4,30,428,438,4.911,0.491,6520
4,31,452,426,6.091,0.609,6232
4,32,474,420,5.176,0.518,5973
4,33,498,416,5.523,0.552,6338
4,34,520,416,4.994,0.499,5906
4,35,536,416,3.632,0.363,5606
4,36,546,414,2.315,0.231,6254
4,37,564,416,4.111,0.411,6615
4,38,580,420,3.744,0.374,7183
4,39,596,430,4.283,0.428,6509
4,40,608,444,4.186,0.419,6254
4,41,620,454,3.546,0.355,7317
4,42,630,464,3.210,0.321,6831
4,43,642,484,5.295,0.529,7487
4,44,646,500,3.744,0.374,6912
4,45,652,514,3.458,0.346,6412
4,46,656,530,3.744,0.374,6265
4,47,658,542,2.762,0.276,6806
4,48,662,552,2.445,0.244,6895
4,49,666,562,2.445,0.244,6648
4,50,676,582,5.076,0.508,6476
4,51,686,604,5.486,0.549,7173
4,52,686,620,3.632,0.363,6978
4,53,688,656,8.185,0.818,6794
4,54,688,670,3.178,0.318,6354
4,55,684,688,4.186,0.419,6872
4,56,680,694,1.637,0.164,6995
4,57,678,688,1.436,0.144,6731
4,58,674,692,1.284,0.128,6000
4,59,670,694,1.015,0.102,6532
4,60,656,702,3.660,0.366,6447
4,61,638,704,4.111,0.411,7084
4,62,616,710,5.176,0.518,6670
4,63,594,722,5.689,0.569,6771
4,64,578,730,4.061,0.406,6801
4,65,552,742,6.500,0.650,6160
4,66,546,738,1.637,0.164,6683
4,67,536,736,2.315,0.231,5876
4,68,520,742,3.879,0.388,6323
4,69,512,740,1.872,0.187,6597
4,70,498,740,3.178,0.318,6135
4,71,488,738,2.315,0.231,6382
4,72,480,736,1.872,0.187,6921
4,73,476,738,1.015,0.102,5868
5,1,1080,908,-1.000,-1.000,6452
5,2,1084,908,0.908,0.091,6089
5,3,1094,908,2.270,0.227,6628
5,4,1118,908,5.448,0.545,6796
5,5,1140,920,5.689,0.569,6405
5,6,1154,922,3.210,0.321,5977
5,7,1156,924,0.642,0.064,5673
5,8,1162,924,1.362,0.136,6795
5,9,1170,926,1.872,0.187,6870
5,10,1184,936,3.905,0.391,6285
5,11,1194,940,2.445,0.244,6672
5,12,1204,946,2.647,0.265,6514
5,13,1226,958,5.689,0.569,6513
5,14,1242,966,4.061,0.406,6248
5,15,1250,970,2.030,0.203,6680
5,16,1266,982,4.540,0.454,6568
5,17,1282,988,3.879,0.388,6983
5,18,1292,994,2.647,0.265,6392
5,19,1302,1004,3.210,0.321,6881
5,20,1312,1014,3.210,0.321,6573
5,21,1326,1022,3.660,0.366,5743
5,22,1342,1028,3.879,0.388,6648
5,23,1354,1032,2.871,0.287,5742
5,24,1372,1042,4.674,0.467,6266
5,25,1376,1044,1.015,0.102,6437
5,26,1384,1050,2.270,0.227,6543
5,27,1394,1052,2.315,0.231,6359
5,28,1406,1058,3.046,0.305,6307
5,29,1412,1060,1.436,0.144,6148
5,30,1436,1072,6.091,0.609,6400
5,31,1452,1078,3.879,0.388,6305
5,32,1464,1080,2.762,0.276,5658
5,33,1472,1084,2.030,0.203,6459
5,34,1474,1092,1.872,0.187,6371
