Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,1294,480,-1.000,-1.000,8601
1,2,1296,494,3.210,0.321,8275
1,3,1300,490,1.284,0.128,8285
1,4,1310,490,2.270,0.227,8044
1,5,1310,490,0.000,0.000,6664
1,6,1324,498,3.660,0.366,8061
1,7,1338,514,4.826,0.483,8515
1,8,1340,522,1.872,0.187,8107
1,9,1344,528,1.637,0.164,8207
1,10,1346,530,0.642,0.064,7715
1,11,1348,534,1.015,0.102,9010
1,12,1348,538,0.908,0.091,7761
1,13,1346,552,3.210,0.321,7483
1,14,1326,556,4.630,0.463,7521
1,15,1318,558,1.872,0.187,7851
1,16,1304,550,3.660,0.366,8431
1,17,1300,550,0.908,0.091,7756
1,18,1300,550,0.000,0.000,7080
1,19,1286,538,4.186,0.419,7994
1,20,1274,530,3.274,0.327,7836
1,21,1262,518,3.852,0.385,8747
1,22,1246,508,4.283,0.428,8196
1,23,1240,508,1.362,0.136,8373
1,24,1230,504,2.445,0.244,7899
1,25,1214,500,3.744,0.374,7543
1,26,1208,498,1.436,0.144,8715
1,27,1196,498,2.724,0.272,8063
1,28,1182,498,3.178,0.318,8591
1,29,1170,502,2.871,0.287,7817
1,30,1152,504,4.111,0.411,8119
1,31,1142,504,2.270,0.227,8080
1,32,1116,506,5.919,0.592,8174
1,33,1112,506,0.908,0.091,7724
1,34,1102,508,2.315,0.231,8209
1,35,1094,512,2.030,0.203,8838
1,36,1084,516,2.445,0.244,8669
1,37,1076,522,2.270,0.227,8578
1,38,1066,526,2.445,0.244,8603
1,39,1056,538,3.546,0.355,8838
1,40,1044,548,3.546,0.355,8070
1,41,1030,558,3.905,0.391,8421
1,42,1018,572,4.186,0.419,8567
1,43,1008,590,4.674,0.467,8201
1,44,1002,604,3.458,0.346,8096
1,45,998,614,2.445,0.244,8613
1,46,994,626,2.871,0.287,8838
1,47,988,636,2.647,0.265,8829
1,48,982,644,2.270,0.227,9148
1,49,974,650,2.270,0.227,8592
1,50,966,662,3.274,0.327,7957
1,51,960,672,2.647,0.265,8877
1,52,958,680,1.872,0.187,8840
